,모집단위(주택군),주택열람가능여부,광역지자체,기초지자체,주소,동,호,공급형,성별용도구분,전용면적,주거공용면적,면적계,방수,층,승강기,주택유형,청년 1순위_기본임대보증금,청년 1순위_기본월임대료,청년 1순위_상한임대보증금,청년 1순위_하한월임대료,청년 1순위_임대료하한기준액,청년 1순위_계약금,청년 1순위_잔금,청년 2·3순위_임대보증금,청년 2·3순위_월임대료,청년 2·3순위_상한임대보증금,청년 2·3순위_하한월임대료,청년 2·3순위_임대료하한기준액,청년 2·3순위_계약금,청년 2·3순위_잔금,비고,호관리번호
48,24-4 미추홀구,열람불가(계약 전 주택 개방),인천광역시,미추홀구,인천광역시 미추홀구 인주대로407번길 34-1(주안동) 주안희망타운,2,303,단독(1인),남여공용,17.47,6.37,23.84,1,3층,N,다가구주택,"1,000,000","113,860","12,700,000","45,610","45,540",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","135,420","15,900,000","54,330","54,160",기본임대보증금의 10%,임대보증금-계약금,,PRM05200040032
49,24-4 미추홀구,열람불가(계약 전 주택 개방),인천광역시,미추홀구,인천광역시 미추홀구 인하로164번길 9-1(용현동) 용현희망타운,2,302,단독(1인),남여공용,22.01,5.74,27.75,1,3층,N,다가구주택,"1,000,000","203,240","21,900,000","81,320","81,290",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","247,510","27,400,000","99,340","99,000",기본임대보증금의 10%,임대보증금-계약금,,P2817004100010
50,24-4 미추홀구,열람불가(계약 전 주택 개방),인천광역시,미추홀구,인천광역시 미추홀구 석정로92번길 113-12(숭의동) 숭의희망타운,2,202,단독(1인),남여공용,48.08,17.93,66.01,2,2층,Y,다세대주택,"1,000,000","376,430","39,700,000","150,680","150,570",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","461,490","49,400,000","184,990","184,590",기본임대보증금의 10%,임대보증금-계약금,,P28170A0043113
51,24-4 미추홀구,열람불가(계약 전 주택 개방),인천광역시,미추홀구,"인천광역시 미추홀구 경인로116번길 80(숭의동,J빌리지) J빌리지",,301,1형,남여공용,27.99,24.562,52.552,1,3층,Y,연립주택,"1,000,000","277,140","29,500,000","110,890","110,850",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","338,210","36,700,000","135,790","135,280",기본임대보증금의 10%,임대보증금-계약금,,P2817003712793
52,24-4 미추홀구,열람불가(계약 전 주택 개방),인천광역시,미추홀구,인천광역시 미추홀구 한나루로463번길 24(용현동) 용현희망타운,1,301,단독(1인),남여공용,17.54,5.13,22.67,1,3층,N,다가구주택,"1,000,000","166,580","18,100,000","66,830","66,630",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","201,620","22,700,000","80,870","80,640",기본임대보증금의 10%,임대보증금-계약금,,P2817004110007
53,24-4 미추홀구(골든스테이트),열람불가(계약 전 주택 개방),인천광역시,미추홀구,인천광역시 미추홀구 인주대로 332(주안동) 골든스테이트,,301,단독(1인),남여공용,22.01,29.1462,51.1562,1,3층,Y,혼합형,"1,000,000","195,620","21,100,000","78,370","78,240",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","236,400","26,300,000","94,650","94,560",기본임대보증금의 10%,임대보증금-계약금,,PRM05200080062
54,24-4 미추홀구(골든스테이트),열람불가(계약 전 주택 개방),인천광역시,미추홀구,인천광역시 미추홀구 인주대로 332(주안동) 골든스테이트,,306,단독(1인),남여공용,21.71,29.0678,50.7778,1,3층,Y,혼합형,"1,000,000","194,120","20,900,000","78,030","77,640",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","234,550","26,100,000","93,960","93,820",기본임대보증금의 10%,임대보증금-계약금,,PRM05200080067
55,24-4 미추홀구(골든스테이트),열람불가(계약 전 주택 개방),인천광역시,미추홀구,인천광역시 미추홀구 인주대로 332(주안동) 골든스테이트,,418,단독(1인),남여공용,21.71,29.0678,50.7778,1,4층,Y,혼합형,"1,000,000","204,260","22,000,000","81,760","81,700",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","247,230","27,400,000","99,060","98,890",기본임대보증금의 10%,임대보증금-계약금,,PRM05200080119
56,24-4 미추홀구(골든스테이트),열람불가(계약 전 주택 개방),인천광역시,미추홀구,인천광역시 미추홀구 인주대로 332(주안동) 골든스테이트,,513,단독(1인),남여공용,22.01,29.1462,51.1562,1,5층,Y,혼합형,"1,000,000","209,740","22,500,000","84,320","83,890",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","254,060","28,100,000","101,810","101,620",기본임대보증금의 10%,임대보증금-계약금,,PRM05200080094
57,24-4 미추홀구(골든스테이트),열람불가(계약 전 주택 개방),인천광역시,미추홀구,인천광역시 미추홀구 인주대로 332(주안동) 골든스테이트,,620,단독(1인),남여공용,22.01,29.1462,51.1562,1,6층,Y,혼합형,"1,000,000","209,740","22,500,000","84,320","83,890",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","254,060","28,100,000","101,810","101,620",기본임대보증금의 10%,임대보증금-계약금,,PRM05200080141
58,24-4 미추홀구(골든스테이트),열람불가(계약 전 주택 개방),인천광역시,미추홀구,인천광역시 미추홀구 인주대로 332(주안동) 골든스테이트,,907,단독(1인),남여공용,17.11,23.1968,40.3068,1,9층,Y,혼합형,"1,000,000","204,890","22,000,000","82,390","81,950",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","248,580","27,500,000","99,830","99,430",기본임대보증금의 10%,임대보증금-계약금,,PRM05200080188
59,24-4 미추홀구(골든스테이트),열람불가(계약 전 주택 개방),인천광역시,미추홀구,인천광역시 미추홀구 인주대로 332(주안동) 골든스테이트,,920,단독(1인),남여공용,17.33,23.2543,40.5843,1,9층,Y,혼합형,"1,000,000","210,330","22,600,000","84,330","84,130",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","255,370","28,200,000","102,530","102,140",기본임대보증금의 10%,임대보증금-계약금,,PRM05200080201
60,24-4 미추홀구(골든스테이트),열람불가(계약 전 주택 개방),인천광역시,미추홀구,인천광역시 미추홀구 인주대로 332(주안동) 골든스테이트,,1104,단독(1인),남여공용,17.11,23.1968,40.3068,1,11층,Y,혼합형,"1,000,000","204,890","22,000,000","82,390","81,950",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","248,580","27,500,000","99,830","99,430",기본임대보증금의 10%,임대보증금-계약금,,PRM05200080225
61,24-4 미추홀구(골든스테이트),열람불가(계약 전 주택 개방),인천광역시,미추홀구,인천광역시 미추홀구 인주대로 332(주안동) 골든스테이트,,1120,단독(1인),남여공용,17.33,23.2543,40.5843,1,11층,Y,혼합형,"1,000,000","210,330","22,600,000","84,330","84,130",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","255,370","28,200,000","102,530","102,140",기본임대보증금의 10%,임대보증금-계약금,,PRM05200080241
62,24-4 미추홀구(골든스테이트),열람불가(계약 전 주택 개방),인천광역시,미추홀구,인천광역시 미추홀구 인주대로 332(주안동) 골든스테이트,,1208,단독(1인),남여공용,26.15,35.2367,61.3867,1,12층,Y,혼합형,"1,000,000","274,540","29,200,000","110,040","109,810",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","334,510","36,400,000","133,840","133,800",기본임대보증금의 10%,임대보증금-계약금,,PRM05200080249
63,24-4 부평구,열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 주부토로86번길 39(부평동) ,,101,1형,남여공용,18.74,7.71,26.45,1,1층,N,다가구주택,"1,000,000","149,720","16,300,000","60,470","59,880",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","179,820","20,400,000","72,480","71,920",기본임대보증금의 10%,임대보증금-계약금,,PRM05500140021
64,24-4 부평구,열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 주부토로86번길 39(부평동) ,,102,1형,남여공용,18.74,7.71,26.45,1,1층,N,다가구주택,"1,000,000","149,720","16,300,000","60,470","59,880",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","179,820","20,400,000","72,480","71,920",기본임대보증금의 10%,임대보증금-계약금,,PRM05500140022
65,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,201,단독(1인),남여공용,24.28,12.65,36.93,1,2층,Y,오피스텔,"1,000,000","185,620","20,000,000","74,780","74,240",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","224,700","25,100,000","89,950","89,880",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011424
66,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,202,단독(1인),남여공용,23.85,12.12,35.97,1,2층,Y,오피스텔,"1,000,000","180,770","19,500,000","72,850","72,300",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","218,700","24,400,000","88,030","87,480",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011425
67,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,203,단독(1인),남여공용,23.85,12.12,35.97,1,2층,Y,오피스텔,"1,000,000","180,770","19,500,000","72,850","72,300",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","218,700","24,400,000","88,030","87,480",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011426
68,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,204,단독(1인),남여공용,24.28,12.65,36.93,1,2층,Y,오피스텔,"1,000,000","185,620","20,000,000","74,780","74,240",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","224,700","25,100,000","89,950","89,880",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011427
69,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,302,단독(1인),남여공용,23.85,12.12,35.97,1,3층,Y,오피스텔,"1,000,000","180,850","19,600,000","72,350","72,340",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","218,780","24,500,000","87,530","87,510",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011429
70,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,304,단독(1인),남여공용,24.28,12.65,36.93,1,3층,Y,오피스텔,"1,000,000","185,700","20,100,000","74,280","74,280",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","224,780","25,100,000","90,030","89,910",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011431
71,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,401,단독(1인),남여공용,24.28,12.65,36.93,1,4층,Y,오피스텔,"1,000,000","189,340","20,400,000","76,170","75,730",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","229,280","25,500,000","92,190","91,710",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011434
72,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,402,단독(1인),남여공용,23.85,12.12,35.97,1,4층,Y,오피스텔,"1,000,000","184,400","19,900,000","74,150","73,760",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","223,170","24,900,000","89,580","89,260",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011435
73,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,403,단독(1인),남여공용,23.85,12.12,35.97,1,4층,Y,오피스텔,"1,000,000","184,400","19,900,000","74,150","73,760",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","223,170","24,900,000","89,580","89,260",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011436
74,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,404,단독(1인),남여공용,24.28,12.65,36.93,1,4층,Y,오피스텔,"1,000,000","189,340","20,400,000","76,170","75,730",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","229,280","25,500,000","92,190","91,710",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011437
75,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,501,단독(1인),남여공용,24.28,12.65,36.93,1,5층,Y,오피스텔,"1,000,000","189,410","20,400,000","76,240","75,760",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","229,350","25,500,000","92,260","91,740",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011440
76,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,502,단독(1인),남여공용,23.85,12.12,35.97,1,5층,Y,오피스텔,"1,000,000","184,480","19,900,000","74,230","73,790",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","223,250","24,900,000","89,660","89,300",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011441
77,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,503,단독(1인),남여공용,23.85,12.12,35.97,1,5층,Y,오피스텔,"1,000,000","184,480","19,900,000","74,230","73,790",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","223,250","24,900,000","89,660","89,300",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011442
78,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,504,단독(1인),남여공용,24.28,12.65,36.93,1,5층,Y,오피스텔,"1,000,000","189,410","20,400,000","76,240","75,760",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","229,350","25,500,000","92,260","91,740",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011443
79,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,601,단독(1인),남여공용,24.28,12.65,36.93,1,6층,Y,오피스텔,"1,000,000","189,410","20,400,000","76,240","75,760",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","229,350","25,500,000","92,260","91,740",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011446
80,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,603,단독(1인),남여공용,23.85,12.12,35.97,1,6층,Y,오피스텔,"1,000,000","184,480","19,900,000","74,230","73,790",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","223,250","24,900,000","89,660","89,300",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011448
81,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,703,단독(1인),남여공용,23.85,12.12,35.97,1,7층,Y,오피스텔,"1,000,000","184,480","19,900,000","74,230","73,790",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","223,250","24,900,000","89,660","89,300",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011454
82,24-4 부평구(청향타워),열람불가(계약 전 주택 개방),인천광역시,부평구,인천광역시 부평구 동암남로34번길 11(십정동) 청향타워 * 주차협소,,803,단독(1인),남여공용,23.85,12.12,35.97,1,8층,Y,오피스텔,"1,000,000","184,480","19,900,000","74,230","73,790",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","223,250","24,900,000","89,660","89,300",기본임대보증금의 10%,임대보증금-계약금,"주차공간 협소, 
차량소유자 신청 지양",P28237A0011460
83,24-4 서구,열람불가(계약 전 주택 개방),인천광역시,서구,인천광역시 서구 길주로 144-8(석남동) 세창하우스,,302,단독(1인),남여공용,41.71,5.591,47.301,2,3층,N,도시형생활주택(투룸형),"1,000,000","207,700","22,300,000","83,450","83,080",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","252,530","27,900,000","101,440","101,010",기본임대보증금의 10%,임대보증금-계약금,,P2826001280360
84,24-4 서구(청라아리스타),열람불가(계약 전 주택 개방),인천광역시,서구,인천광역시 서구 크리스탈로102번길 8-24(청라동) 청라아리스타,,401,단독(1인),남여공용,19.1444,37.0303,56.1747,1,4층,Y,오피스텔,"1,000,000","189,010","20,400,000","75,840","75,600",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","230,000","25,600,000","92,330","92,000",기본임대보증금의 10%,임대보증금-계약금,,P2826001281410
85,24-4 서구(청라아리스타),열람불가(계약 전 주택 개방),인천광역시,서구,인천광역시 서구 크리스탈로102번길 8-24(청라동) 청라아리스타,,508,단독(1인),남여공용,19.1444,37.0303,56.1747,1,5층,Y,오피스텔,"1,000,000","187,200","20,200,000","75,200","74,880",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","227,750","25,400,000","91,250","91,100",기본임대보증금의 10%,임대보증금-계약금,,P2826001281398
86,24-4 서구(청라아리스타),열람불가(계약 전 주택 개방),인천광역시,서구,인천광역시 서구 크리스탈로102번길 8-24(청라동) 청라아리스타,,802,단독(1인),남여공용,19.1444,37.0303,56.1747,1,8층,Y,오피스텔,"1,000,000","189,010","20,400,000","75,840","75,600",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","230,000","25,600,000","92,330","92,000",기본임대보증금의 10%,임대보증금-계약금,,P2826001281406
87,24-4 서구(청라아리스타),열람불가(계약 전 주택 개방),인천광역시,서구,인천광역시 서구 크리스탈로102번길 8-24(청라동) 청라아리스타,,805,단독(1인),남여공용,19.1444,37.0303,56.1747,1,8층,Y,오피스텔,"1,000,000","189,010","20,400,000","75,840","75,600",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","230,000","25,600,000","92,330","92,000",기본임대보증금의 10%,임대보증금-계약금,,P2826001281403
88,24-4 서구(청라아리스타),열람불가(계약 전 주택 개방),인천광역시,서구,인천광역시 서구 크리스탈로102번길 8-24(청라동) 청라아리스타,,809,단독(1인),남여공용,19.1444,37.0303,56.1747,1,8층,Y,오피스텔,"1,000,000","187,200","20,200,000","75,200","74,880",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","227,750","25,400,000","91,250","91,100",기본임대보증금의 10%,임대보증금-계약금,,P2826001281370
89,24-4 서구(코오롱하늘채),열람불가(계약 전 주택 개방),인천광역시,서구,인천광역시 서구 가정로151번길 4(가좌동) 가좌 코오롱 하늘채 메트로,101,811,단독(1인),남여공용,30.8871,15.1755,46.0626,1,8층,Y,오피스텔,"1,000,000","221,510","23,700,000","89,090","88,600",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","270,200","29,700,000","108,610","108,080",기본임대보증금의 10%,임대보증금-계약금,,P2826001282028
90,24-4 서구(코오롱하늘채),열람불가(계약 전 주택 개방),인천광역시,서구,인천광역시 서구 가정로151번길 4(가좌동) 가좌 코오롱 하늘채 메트로,101,1111,단독(1인),남여공용,30.8871,15.1755,46.0626,1,11층,Y,오피스텔,"1,000,000","223,700","24,000,000","89,530","89,480",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","272,950","30,000,000","109,610","109,180",기본임대보증금의 10%,임대보증금-계약금,,P2826001282076
91,24-4 서구(코오롱하늘채),열람불가(계약 전 주택 개방),인천광역시,서구,인천광역시 서구 가정로151번길 4(가좌동) 가좌 코오롱 하늘채 메트로,101,1411,단독(1인),남여공용,30.8871,15.1755,46.0626,1,14층,Y,오피스텔,"1,000,000","223,700","24,000,000","89,530","89,480",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","272,950","30,000,000","109,610","109,180",기본임대보증금의 10%,임대보증금-계약금,,P2826001282103
92,24-4 서구(코오롱하늘채),열람불가(계약 전 주택 개방),인천광역시,서구,인천광역시 서구 가정로151번길 4(가좌동) 가좌 코오롱 하늘채 메트로,101,314,1형,남여공용,44.3995,20.3634,64.7629,2,3층,Y,오피스텔,"1,000,000","286,990","30,500,000","114,900","114,790",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","350,630","38,000,000","140,630","140,250",기본임대보증금의 10%,임대보증금-계약금,,P2826001281950
93,24-4 중구,열람불가(계약 전 주택 개방),인천광역시,중구,인천광역시 중구 인중로 290(선린동) 코아루 센트럴시티,,A819,단독(1인),남여공용,21.528,11.9923,33.5203,1,8층,Y,오피스텔,"1,000,000","157,280","16,500,000","66,860","66,670",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","190,430","21,500,000","76,680","76,170",기본임대보증금의 10%,임대보증금-계약금,,P2811000170165
94,24-4 중구,열람불가(계약 전 주택 개방),인천광역시,중구,인천광역시 중구 인중로 290(선린동) 코아루 센트럴시티,,A916,단독(1인),남여공용,21.528,11.9923,33.5203,1,9층,Y,오피스텔,"1,000,000","157,280","16,500,000","66,860","66,670",기본임대보증금의 10%,임대보증금-계약금,"2,000,000","190,430","21,500,000","76,680","76,170",기본임대보증금의 10%,임대보증금-계약금,,P2811000170166
